Model,submission,N_B,Y,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,Hub License,Epoch_AI_Open_Weights,type_group,family,namespace,license_permissive,strict_open,license_only_unverified,license_explicit_no,epoch_publication,publication_lag_days,t_month,logN
LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_AdvancedStudent,2025-03-07,7.242,24.341663799276457,59.50854842927876,28.14931404573185,5.438066465256798,5.592841163310966,25.14453125,22.21668144208038,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.936344969199178,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_Student,2025-03-06,7.242,23.588092892468367,57.35781060918363,27.80031591237029,5.13595166163142,5.369127516778524,24.45208333333333,21.413268321513,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.903490759753593,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_Math_Teacher,2025-03-07,7.242,23.69427042218614,57.72250960784053,26.94544131311821,5.438066465256798,4.809843400447425,25.51328125,21.736480496453904,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.936344969199178,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_001,2025-03-02,7.242,22.49357945577393,58.17963004827192,28.227992314307016,5.060422960725076,6.711409395973152,15.608854166666667,21.17316784869976,apache-2.0,,posttrained,namespace:leroydyer,leroydyer,True,False,True,False,,,8.772073921971252,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_002,2025-03-08,7.242,20.794293676873966,54.6150879665953,25.171424439523,4.984894259818732,3.803131991051453,15.452083333333333,20.739140070921984,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.969199178644764,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_Coder,2025-03-03,7.242,22.644667648469394,49.237024428516335,24.68925580138104,5.438066465256798,3.1319910514541416,32.37395833333334,20.997709810874703,apache-2.0,,posttrained,namespace:leroydyer,leroydyer,True,False,True,False,,,8.804928131416839,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_Math,2025-03-07,7.242,19.84226778022403,50.33112142448702,25.173866858214165,4.758308157099698,4.36241610738255,13.171614583333335,21.256279550827426,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.936344969199178,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_OmG_MathMaster,2025-03-08,7.242,21.160821436103028,55.58429411738632,26.599272622298702,5.362537764350453,5.033557046979867,15.80703125,18.578235815602834,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.969199178644764,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_Student_Coder,2025-02-28,7.242,20.71902736748913,54.49518388985669,25.0582336059518,6.570996978851963,4.586129753914992,13.954166666666673,19.64945330969267,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.706365503080082,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_Teacher_Coder,2025-02-28,7.242,20.669991182750483,50.815724499882535,27.13550121385457,6.495468277945619,5.480984340044745,13.593229166666667,20.499039598108748,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,8.706365503080082,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_Top_Student,2025-03-12,7.242,25.30674491645848,60.395306675177416,29.306594525870576,7.250755287009064,3.0201342281879207,29.37395833333333,22.49372044917257,,,merge,namespace:leroydyer,leroydyer,False,False,False,False,,,9.100616016427105,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_X1,2025-02-28,7.242,18.16205847224752,42.7323944910615,26.46227536747539,5.664652567975831,1.342281879194629,11.763802083333337,21.006944444444443,,,merge,namespace:leroydyer,leroydyer,False,False,False,False,,,8.706365503080082,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_R1_X2,2025-02-28,7.242,22.423303290574818,54.33782364127183,27.24420156630025,6.117824773413897,6.375838926174497,19.12473958333333,21.339391252955085,,,merge,namespace:leroydyer,leroydyer,False,False,False,False,,,8.706365503080082,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_AGI_RP_R1,2025-02-28,7.242,20.102174437145493,54.26036250482054,25.310204381698416,6.042296072507553,2.572706935123044,11.38359375,21.043882978723403,apache-2.0,,posttrained,namespace:leroydyer,leroydyer,True,False,True,False,,,8.706365503080082,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_BIBLE_002,2024-09-14,7.242,6.86090172693433,21.94953833605944,6.349580156104774,1.7371601208459215,4.586129753914992,2.45390625,4.089095744680851,apache-2.0,,posttrained,namespace:leroydyer,leroydyer,True,False,True,False,,,3.2197125256673513,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_ChatML_002,2024-09-01,7.242,5.715725326733474,24.12277202267761,4.191974214495695,1.1329305135951662,1.0067114093959737,2.7890625000000004,1.0509013002364058,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,2.7926078028747434,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_ChatQA,2024-08-06,7.242,5.115133515206828,14.14591062824417,5.599561733978841,0.9818731117824772,2.1252796420581683,2.5578125000000003,5.280363475177306,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,1.9383983572895278,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_ChatQA_003,2024-09-14,7.242,6.2575600117500825,22.09193827932109,4.293436202390652,1.0574018126888218,2.796420581655479,5.830468750000001,1.4756944444444438,,,posttrained,namespace:leroydyer,leroydyer,False,False,False,False,,,3.2197125256673513,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_TEMP_,2025-03-13,7.242,21.348042495722837,47.95309778055559,28.61644015422753,12.386706948640484,3.9149888143176734,11.652083333333335,23.56493794326241,,,merge,namespace:leroydyer,leroydyer,False,False,False,False,,,9.13347022587269,0.8598585204809929
LeroyDyer/_Spydaz_Web_AI_Top_Teacher_,2025-03-13,7.242,20.895686397389124,44.03881700554528,27.7244640207969,11.555891238670696,3.691275167785232,14.475520833333327,23.88815011820331,,,merge,namespace:leroydyer,leroydyer,False,False,False,False,,,9.13347022587269,0.8598585204809929
LightningRodLabs/Flashlight-v1.0,2025-01-18,14.66,40.5748695700393,67.4544652632792,55.15022389243257,49.69788519637463,12.304250559284116,9.92838541666667,48.91400709219858,mit,,posttrained,namespace:lightningrodlabs,lightningrodlabs,True,False,True,False,,,7.359342915811088,1.1661339703051092
LightningRodLabs/Flashlight-v1.1,2025-01-24,14.66,40.98595152297397,67.20967034136092,55.432811255376855,53.24773413897282,11.968680089485462,8.995052083333334,49.06176122931441,other,,posttrained,namespace:lightningrodlabs,lightningrodlabs,False,False,False,False,,,7.5564681724846,1.1661339703051092
LightningRodLabs/Flashlight-v1.2,2025-01-30,14.766,16.37861284160058,43.59920566319588,6.159209487289303,15.55891238670695,0.0,16.45390625,16.500443262411345,other,,posttrained,namespace:lightningrodlabs,lightningrodlabs,False,False,False,False,,,7.753593429158111,1.1692628640864462
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,2024-11-07,2.614,21.160448654695188,58.23459531820015,19.53491130754225,9.138972809667674,7.494407158836691,13.916927083333334,18.642878250591018,apache-2.0,,merge,namespace:lil-r,lil-r,True,False,True,False,,,4.993839835728953,0.4173055832445255
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,2024-11-05,2.614,21.073953219725933,55.42693386880145,20.19737664058305,9.441087613293051,6.375838926174497,15.620833333333335,19.38164893617021,apache-2.0,,merge,namespace:lil-r,lil-r,True,False,True,False,,,4.9281314168377826,0.4173055832445255
Lil-R/2_PRYMMAL-ECE-7B-SLERP,2024-11-04,7.616,31.51530852235753,55.77412376937637,36.48257004939404,36.329305135951664,8.05369127516779,13.483854166666667,38.968306737588655,apache-2.0,,merge,namespace:lil-r,lil-r,True,False,True,False,,,4.895277207392197,0.8817269353764179
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V1,2024-10-28,7.616,3.733001542831197,10.733742026711347,2.784018230925968,0.0755287009063444,0.1118568232662209,7.318749999999999,1.374113475177304,apache-2.0,,merge,namespace:lil-r,lil-r,True,False,True,False,,,4.6652977412731005,0.8817269353764179
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V2,2024-10-28,7.616,3.733001542831197,10.733742026711347,2.784018230925968,0.0755287009063444,0.1118568232662209,7.318749999999999,1.374113475177304,apache-2.0,,merge,namespace:lil-r,lil-r,True,False,True,False,,,4.6652977412731005,0.8817269353764179
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V3,2024-10-28,7.616,8.878726613265554,22.346706738121515,10.612229209084203,0.6042296072507553,0.8948545861297527,9.738541666666668,9.075797872340424,,,merge,namespace:lil-r,lil-r,False,False,False,False,,,4.6652977412731005,0.8817269353764179
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,2024-10-29,1.777,14.88329630475093,28.74395492847865,17.999676133564762,10.347432024169184,3.467561521252797,7.346354166666667,21.39479905437352,apache-2.0,,merge,namespace:lil-r,lil-r,True,False,True,False,,,4.698151950718686,0.2496874278053015
Lil-R/PRYMMAL-ECE-7B-SLERP-V8,2024-10-28,7.616,3.386229392038714,12.58471965495995,2.270601109130521,0.9818731117824772,0.0,3.0598958333333326,1.4202866430260035,apache-2.0,,merge,namespace:lil-r,lil-r,True,False,True,False,,,4.6652977412731005,0.8817269353764179
LilRg/10PRYMMAL-3B-slerp,2024-09-24,3.821,21.087895754438843,19.45903535951276,34.877917500461,14.954682779456194,9.50782997762864,15.71328125,32.014627659574465,apache-2.0,,merge,namespace:lilrg,lilrg,True,False,True,False,,,3.5482546201232035,0.5821770376884089
LilRg/ECE-1B-merge-PRYMMAL,2024-10-07,1.777,14.497652546900952,27.12281191682513,19.141465000010825,10.120845921450153,4.138702460850116,5.279687499999999,21.1824024822695,apache-2.0,,merge,namespace:lilrg,lilrg,True,False,True,False,,,3.975359342915811,0.2496874278053015
LilRg/ECE_Finetunning,2024-09-28,16.061,11.987032259556209,4.453849120334047,26.530834895216355,4.531722054380665,4.36241610738255,7.693489583333334,24.34988179669031,apache-2.0,,posttrained,namespace:lilrg,lilrg,True,False,True,False,,,3.679671457905544,1.2057725820984198
LilRg/PRYMMAL-6B-slerp,2024-09-24,3.293,3.23270592407536,11.533065599276586,2.2124311744899985,0.0,0.0,4.452083333333333,1.198655437352245,apache-2.0,,merge,namespace:lilrg,lilrg,True,False,True,False,,,3.5482546201232035,0.5175917307119078
LilRg/PRYMMAL-ECE-7B-SLERP-V3,2024-10-26,7.616,3.533946396700676,12.432346174816152,2.290323331352744,0.9818731117824772,0.8948545861297527,3.193229166666668,1.4110520094562635,,,merge,namespace:lilrg,lilrg,False,False,False,False,,,4.59958932238193,0.8817269353764179
LilRg/PRYMMAL-ECE-7B-SLERP-V4,2024-10-26,7.616,3.54393840309556,12.492298213185457,2.290323331352744,0.9818731117824772,0.8948545861297527,3.193229166666668,1.4110520094562635,,,merge,namespace:lilrg,lilrg,False,False,False,False,,,4.59958932238193,0.8817269353764179
LilRg/PRYMMAL-ECE-7B-SLERP-V5,2024-10-26,7.616,3.54393840309556,12.492298213185457,2.290323331352744,0.9818731117824772,0.8948545861297527,3.193229166666668,1.4110520094562635,,,merge,namespace:lilrg,lilrg,False,False,False,False,,,4.59958932238193,0.8817269353764179
LilRg/PRYMMAL-ECE-7B-SLERP-V6,2024-10-26,7.616,3.533946396700676,12.432346174816152,2.290323331352744,0.9818731117824772,0.8948545861297527,3.193229166666668,1.4110520094562635,,,merge,namespace:lilrg,lilrg,False,False,False,False,,,4.59958932238193,0.8817269353764179
LilRg/PRYMMAL-ECE-7B-SLERP-V7,2024-10-26,7.616,3.54393840309556,12.492298213185457,2.290323331352744,0.9818731117824772,0.8948545861297527,3.193229166666668,1.4110520094562635,,,merge,namespace:lilrg,lilrg,False,False,False,False,,,4.59958932238193,0.8817269353764179
LilRg/PRYMMAL-slerp-Merge,2024-09-24,3.821,23.42765486276747,30.44001028382469,35.553775523419816,16.1631419939577,9.395973154362418,17.2015625,31.811465721040182,apache-2.0,,merge,namespace:lilrg,lilrg,True,False,True,False,,,3.5482546201232035,0.5821770376884089
LimYeri/CodeMind-Llama3-8B-unsloth_v2-merged,2024-08-28,8.03,22.472907319238214,69.46280314011267,26.655629407381003,6.646525679758309,2.0134228187919474,2.218489583333334,27.840573286052013,apache-2.0,,posttrained,llama,limyeri,True,False,True,False,,,2.6611909650924024,0.9047155452786809
LimYeri/CodeMind-Llama3-8B-unsloth_v3-merged,2024-08-28,8.03,21.90871377207617,67.62933460994606,27.02521610839599,6.797583081570997,1.1185682326621946,1.1518229166666667,27.729757683215126,,,posttrained,llama,limyeri,False,False,False,False,,,2.6611909650924024,0.9047155452786809
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-DPO-merged,2024-08-28,8.03,21.711489727026887,64.92406813920398,26.37017668673992,6.797583081570997,2.460850111856823,3.565625000000001,26.150635342789595,apache-2.0,,posttrained,llama,limyeri,True,False,True,False,,,2.6611909650924024,0.9047155452786809
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-merged,2024-08-28,8.03,17.61324636978146,32.10869382128308,24.57473532012109,5.5135951661631415,7.941834451901568,9.399218750000005,26.14140070921986,apache-2.0,,posttrained,llama,limyeri,True,False,True,False,,,2.6611909650924024,0.9047155452786809
LimYeri/CodeMind-Llama3.1-8B-unsloth-merged,2024-08-31,8.03,22.317695413728828,64.90157227268094,24.185738827978955,10.876132930513595,1.9015659955257265,6.038281250000002,26.002881205673763,mit,,posttrained,llama,limyeri,True,False,True,False,,,2.759753593429158,0.9047155452786809
Locutusque/CollectiveLM-Falcon-3-7B,2025-01-08,7.456,22.94962177916017,39.182812714708085,30.78734455849681,21.827794561933533,10.067114093959727,6.957812500000003,28.874852245862886,,,posttrained,falcon,locutusque,False,False,False,False,,,7.030800821355236,0.8725058993459249
Locutusque/Hercules-6.0-Llama-3.1-8B,2024-09-26,8.03,23.836013153195413,66.30041622893921,26.63965184405082,16.691842900302113,1.9015659955257265,2.432291666666666,29.050310283687946,llama3.1,,posttrained,llama,locutusque,False,False,False,False,,,3.6139630390143735,0.9047155452786809
Locutusque/Hercules-6.1-Llama-3.1-8B,2024-10-01,8.03,22.723248561634563,60.068063848366776,24.151873375413786,17.598187311178247,1.45413870246085,3.4166666666666674,29.650561465721044,llama3.1,,posttrained,llama,locutusque,False,False,False,False,,,3.7782340862423,0.9047155452786809
Locutusque/Llama-3-NeuralHercules-5.0-8B,2024-06-26,8.03,16.042475909115613,44.89310584803876,16.34207153663529,4.305135951661631,2.460850111856823,6.7757812500000005,21.47791075650118,llama3,,posttrained,llama,locutusque,False,False,False,False,,,0.5913757700205339,0.9047155452786809
Locutusque/Llama-3-Yggdrasil-2.0-8B,2024-06-26,8.03,20.46019749438689,53.70583385417359,26.922800957191782,8.308157099697885,1.6778523489932915,8.073697916666669,24.072842789598106,,,merge,llama,locutusque,False,False,False,False,,,0.5913757700205339,0.9047155452786809
Locutusque/TinyMistral-248M-v2.5,2024-09-17,0.248,4.035439468453137,13.36409615376091,3.181881126755549,0.9818731117824772,0.1118568232662209,5.069531250000002,1.5033983451536632,apache-2.0,,continually_pretrained,mistral,locutusque,True,False,True,False,,,3.3182751540041067,-0.6055483191737837
Luni/StarDust-12b-v1,2024-09-03,12.248,23.447979554409258,54.59259210007225,34.44627563758498,7.628398791540786,3.467561521252797,13.755989583333331,26.7970596926714,apache-2.0,,merge,namespace:luni,luni,True,False,True,False,,,2.858316221765914,1.0880651776902046
Luni/StarDust-12b-v2,2024-09-03,12.248,24.21507643673458,56.28620947973599,34.95288411454464,6.873111782477341,5.8165548098434,14.259895833333331,27.10180260047281,apache-2.0,,merge,namespace:luni,luni,True,False,True,False,,,2.858316221765914,1.0880651776902046
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v3,2025-02-18,14.766,41.23204160839732,70.48697456083192,49.31202888085861,41.616314199395774,17.561521252796418,19.59375,48.82166075650118,,,merge,qwen,lunzima,False,False,False,False,,,8.37782340862423,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v4,2025-02-19,14.766,39.28165983782926,69.4303337367075,48.72079878457851,34.66767371601209,16.21923937360179,19.409375,47.24253841607565,apache-2.0,,posttrained,qwen,lunzima,True,False,True,False,,,8.410677618069816,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v5,2025-02-20,14.766,40.96266321754947,74.85084021507379,49.50507308185843,43.58006042296073,14.988814317673372,16.846093749999998,46.00509751773049,apache-2.0,,posttrained,qwen,lunzima,True,False,True,False,,,8.4435318275154,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v6,2025-02-25,14.766,40.64719439278672,70.4320092909037,49.104366248398456,39.57703927492447,17.00223713646532,18.964322916666664,48.8031914893617,,,posttrained,qwen,lunzima,False,False,False,False,,,8.607802874743326,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v6-cpt,2025-02-26,14.766,34.927489569706715,46.634152936430894,44.89488240805749,33.157099697885194,16.778523489932887,21.38411458333333,46.71616430260048,,,posttrained,qwen,lunzima,False,False,False,False,,,8.640657084188911,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v7,2025-02-28,14.766,40.859469762785686,67.93906833867472,50.00470562826306,41.012084592145015,17.225950782997764,20.356510416666666,48.6184988179669,,,merge,qwen,lunzima,False,False,False,False,,,8.706365503080082,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v7-rebase,2025-02-28,14.766,39.62401757502077,69.3054428915278,48.854078526667685,34.06344410876133,16.666666666666664,21.33489583333333,47.519577423167846,,,merge,qwen,lunzima,False,False,False,False,,,8.706365503080082,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8,2025-03-09,14.766,42.7836905135922,78.74761189200211,49.0341381962539,55.58912386706949,11.409395973154364,15.18723958333333,46.73463356973996,apache-2.0,,merge,qwen,lunzima,True,False,True,False,,,9.00205338809035,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.5,2025-02-28,14.766,38.22998867442242,59.28624937388352,49.07822518409933,36.5558912386707,17.337807606263986,19.45442708333333,47.667331560283685,,,merge,qwen,lunzima,False,False,False,False,,,8.706365503080082,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.6,2025-03-01,14.766,39.62574720619401,59.19382793210902,48.98525935245095,40.70996978851964,17.897091722595075,22.08203125,48.88630319148937,,,merge,qwen,lunzima,False,False,False,False,,,8.739219712525667,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.7,2025-03-09,14.766,43.093410973736184,78.74761189200211,49.91009317302106,54.0785498489426,13.534675615212524,15.157812499999997,47.13172281323877,apache-2.0,,merge,qwen,lunzima,True,False,True,False,,,9.00205338809035,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.8,2025-03-01,14.766,41.54655143545798,70.27963581075988,50.74642495052259,42.37160120845921,16.778523489932887,21.06640625,48.03671690307329,,,merge,qwen,lunzima,False,False,False,False,,,8.739219712525667,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.9,2025-03-09,14.766,42.52309871497586,79.93413032974729,49.94686965422407,53.70090634441088,10.626398210290828,14.269531249999996,46.66075650118204,apache-2.0,,merge,qwen,lunzima,True,False,True,False,,,9.00205338809035,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9,2025-03-07,14.766,38.87089983109003,52.35198163096141,50.25550159491318,43.65558912386707,18.45637583892617,19.3703125,49.13563829787233,,,merge,qwen,lunzima,False,False,False,False,,,8.936344969199178,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9-stock,2025-03-07,14.766,40.70544769121661,65.13639365771708,50.620019436503945,41.842900302114806,17.897091722595075,19.711458333333336,49.02482269503546,,,merge,qwen,lunzima,False,False,False,False,,,8.936344969199178,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9.1,2025-03-10,14.766,43.309072158690384,80.02655177152178,50.73787805937095,54.68277945619335,12.416107382550338,14.757812499999998,47.23330378250591,,,merge,qwen,lunzima,False,False,False,False,,,9.034907597535934,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9.2,2025-03-13,14.766,43.22504860283835,78.62272104682242,50.455174757059126,53.32326283987915,14.093959731543624,15.261718749999996,47.593454491725765,apache-2.0,,merge,qwen,lunzima,True,False,True,False,,,9.13347022587269,1.1692628640864462
Lunzima/NQLSG-Qwen2.5-14B-OriginalFusion,2025-03-01,14.766,40.60963092380558,61.419478095896665,50.991749442122575,42.74924471299094,17.4496644295302,23.952864583333326,47.09478427895981,,,merge,qwen,lunzima,False,False,False,False,,,8.739219712525667,1.1692628640864462
Lyte/Llama-3.1-8B-Instruct-Reasoner-1o1_v0.3,2024-09-17,8.0,25.75346114088417,70.98155117310957,27.83521213410715,19.033232628398792,2.684563758389265,4.898958333333336,29.08724881796691,,,posttrained,llama,lyte,False,False,False,False,,,3.3182751540041067,0.9030899869919435
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,2024-09-26,1.236,14.647307771096619,57.73503193748144,8.894408584162113,8.006042296072508,1.342281879194629,2.5440104166666675,9.362071513002364,,,posttrained,llama,lyte,False,False,False,False,,,3.6139630390143735,0.09201847075279702
Lyte/Llama-3.2-3B-Overthinker,2024-10-18,3.213,21.167473631942162,64.07975283359264,20.09558222645716,15.634441087613292,1.230425055928408,3.9049479166666674,22.0596926713948,apache-2.0,,posttrained,llama,lyte,True,False,True,False,,,4.336755646817249,0.5069107255515181
M4-ai/TinyMistral-248M-v3,2024-10-18,0.248,4.20563631018843,16.386631914431486,1.7775539303863237,0.4531722054380665,0.0,5.150000000000001,1.466459810874704,apache-2.0,,pretrained,mistral,m4-ai,True,False,True,False,,,4.336755646817249,-0.6055483191737837
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,2024-11-19,0.63,3.9187386193794325,8.662903318749805,3.237774271047842,1.0574018126888216,0.2237136465324418,8.614843750000002,1.7157949172576823,,,posttrained,namespace:mescriva,mescriva,False,False,False,False,,,5.388090349075975,-0.2006594505464183
MLP-KTLim/llama-3-Korean-Bllossom-8B,2024-07-09,8.03,20.39691634614766,51.12800702136997,26.927527973055067,10.196374622356496,1.6778523489932915,3.632291666666669,28.819444444444446,llama3,,posttrained,llama,mlp-ktlim,False,False,False,False,,,1.0184804928131417,0.9047155452786809
MTSAIR/Cotype-Nano,2024-12-01,1.544,13.812756376126401,37.47922179816221,14.446870023241225,9.743202416918429,2.684563758389265,2.114583333333334,16.40809692671395,other,,posttrained,namespace:mtsair,mtsair,False,False,False,False,,,5.782340862422998,0.18864729599971736
MTSAIR/MultiVerse_70B,2024-06-29,72.289,32.24436452801163,52.49183278146429,46.135898982415,19.259818731117825,13.870246085011187,18.815364583333327,42.89302600472813,other,,posttrained,namespace:mtsair,mtsair,False,False,False,False,,,0.6899383983572895,1.859072217035173
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,2024-09-17,8.03,15.954087586908154,43.61416596851908,23.990124398411343,5.740181268882175,1.6778523489932915,0.0,20.702201536643024,llama3,,posttrained,llama,magpie-align,False,False,False,False,,,3.3182751540041067,0.9047155452786809
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.3,2024-08-06,8.03,17.55322537025943,50.63586838477463,23.698815892387582,7.326283987915408,2.1252796420581683,0.3968749999999998,21.1362293144208,llama3,,posttrained,llama,magpie-align,False,False,False,False,,,1.9383983572895278,0.9047155452786809
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,2024-07-03,8.03,16.473094269110153,41.181177054659415,26.69176089392447,3.3987915407854987,3.355704697986576,1.920572916666666,22.2905585106383,llama3,,posttrained,llama,magpie-align,False,False,False,False,,,0.8213552361396304,0.9047155452786809
Magpie-Align/Llama-3-8B-Magpie-Align-v0.3,2024-08-06,8.03,17.402494793203847,44.97056698449004,24.31144680758701,5.664652567975831,2.0134228187919474,3.7421875,23.712692080378247,llama3,,posttrained,llama,magpie-align,False,False,False,False,,,1.9383983572895278,0.9047155452786809
Magpie-Align/Llama-3.1-8B-Magpie-Align-SFT-v0.1,2024-09-17,8.03,17.975799245688165,47.82067137417607,26.13667696363235,8.987915407854985,1.45413870246085,1.8666666666666685,21.588726359338057,llama3.1,,posttrained,llama,magpie-align,False,False,False,False,,,3.3182751540041067,0.9047155452786809
Magpie-Align/Llama-3.1-8B-Magpie-Align-v0.1,2024-09-17,8.03,17.54685483954604,44.57838535086903,24.04053735093787,6.646525679758309,1.789709172259505,3.091145833333334,25.1348256501182,llama3.1,,posttrained,llama,magpie-align,False,False,False,False,,,3.3182751540041067,0.9047155452786809
Magpie-Align/MagpieLM-8B-Chat-v0.1,2024-09-19,8.03,15.026344312964895,37.00714105240761,18.25580502860485,6.117824773413897,1.5659955257270708,2.824479166666667,24.386820330969268,llama3.1,,posttrained,namespace:magpie-align,magpie-align,False,False,False,False,,,3.383983572895277,0.9047155452786809
Magpie-Align/MagpieLM-8B-SFT-v0.1,2024-09-19,8.03,17.78392950063439,47.20619068515982,23.61231335017796,7.552870090634441,2.348993288590602,3.877343750000002,22.1058658392435,llama3.1,,posttrained,namespace:magpie-align,magpie-align,False,False,False,False,,,3.383983572895277,0.9047155452786809
MagusCorp/grpo_lora_enem_llama3_7b,2025-02-11,8.03,21.634388075131113,47.23622211288271,25.896379467976946,12.16012084592145,7.941834451901568,7.973958333333333,28.59781323877068,apache-2.0,,merge,llama,maguscorp,True,False,True,False,,,8.147843942505133,0.9047155452786809
ManoloPueblo/ContentCuisine_1-7B-slerp,2024-11-12,7.242,21.05279849551743,39.07044419916932,32.78974404613455,7.326283987915408,7.046979865771815,17.26640625,22.81693262411348,,,merge,namespace:manolopueblo,manolopueblo,False,False,False,False,,,5.158110882956879,0.8598585204809929
ManoloPueblo/LLM_MERGE_CC2,2024-11-12,7.242,20.747367714260108,38.53087585384557,33.241073524404655,6.419939577039275,7.270693512304249,16.444791666666664,22.57683215130024,apache-2.0,,merge,namespace:manolopueblo,manolopueblo,True,False,True,False,,,5.158110882956879,0.8598585204809929
ManoloPueblo/LLM_MERGE_CC3,2024-11-12,7.242,21.67864029208779,39.58751667797001,33.23001780763082,7.930513595166164,7.941834451901568,17.42916666666667,23.95279255319149,apache-2.0,,merge,namespace:manolopueblo,manolopueblo,True,False,True,False,,,5.158110882956879,0.8598585204809929
MarinaraSpaghetti/NemoReRemix-12B,2024-09-17,12.248,22.03458082808498,33.42508987264902,36.12470152357596,9.06344410876133,9.060402684563762,15.668229166666665,28.865617612293136,,,merge,namespace:marinaraspaghetti,marinaraspaghetti,False,False,False,False,,,3.3182751540041067,1.0880651776902046
MarinaraSpaghetti/Nemomix-v4.0-12B,2024-08-02,12.248,24.467976638019234,55.74664113441224,32.879942700903165,10.80060422960725,5.592841163310966,12.75598958333333,29.03184101654845,,,merge,namespace:marinaraspaghetti,marinaraspaghetti,False,False,False,False,,,1.8069815195071868,1.0880651776902046
Marsouuu/MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,2024-10-06,2.614,12.494620122547147,25.484159807089632,15.297499289020854,7.401812688821751,3.355704697986576,9.273697916666668,14.154846335697396,apache-2.0,,merge,namespace:marsouuu,marsouuu,True,False,True,False,,,3.9425051334702257,0.4173055832445255
